,ids,scores,caption
64,63348c829133d3432093c8df,6.0,None
65,63348c829133d3432093c8e0,4.0,"AD✨ The @byterryofficial Brightening CC Serums are so beautiful and they have so many different uses 👏🏻🌶️💫 

Use code ROSE20 for a discount 😱👏🏻🌶️ 

P.S. I’m a pink/neutral undertone and I highly recommend getting peach glow if you are too! It always makes sure my foundations adjust 👏🏻🌶️❤️

#makeup #makeuptutorial #byterry 
What foundation do you wanna see in HD?! 🎥‼️🚨 

I’ll do a separate series called “Makeup in HD” too! We will show all the sparkly fun things in that series lol! 💫💫💫💫 

P.S. my first post after being verified 😱✔️

#makeuptutorial #hauslabs 
What did you do this weekend?? I missed y’all 🫶🏻😊 I filmed content and went to my favorite restaurant ❤️ 

#makeuptutorial #makeup 
Do you find powders confusing?? 😱

I’m here to help! ❤️❤️ Share this if you can 🫶🏻

The @roseandbenbeauty The Setting Puff is finally here! 🫶🏻🥹❤️ 

LINK IN MY BIO ‼️ 

#makeuptips #makeup #makeuptutorial 
What’s your fall lip combo?!🍁💖

Tell me and I’ll try it out! ⬇️⬇️⬇️ 

#viralmakeup #fallmakeup #makeup 
Which side do you like?! 😱⬇️⬇️⬇️ 

#viralmakeup #hauslabs #patricktabeauty 
Which one do you like?! ⬇️⬇️ 

Let’s chat in the comments 💖😊 

#hauslabs #rmsbeauty #viralmakeup 
Should we compare it to the Haus Labs foundation?! 😱💫👏🏻 Wear test?! 🌶😜 

I love the idea of powder and foundation in one compact 💖 

#viralmakeup #makeupreview #patricktabeauty 
Name one product you grab to go from ☀️ to 🌙 GO! ⬇️⬇️⬇️ #makeuptips #makeuptutorial 
Look at that sparkle 😱✨👏🏻 @danessa_myricks 💖 #makeup #viralmakeup 
Are you going to try this foundation?! ✨ 

#viralmakeup #hauslabs 
‼️🚨GIVEAWAY CLOSED🚨‼️

It’s ⭐️ GIVEAWAY TIME ⭐️ 

3 lucky winner will receive everything pictured here 🌶❤️

Here’s how to enter: 

1. Follow @danessa_myricks AND @roseandbenbeauty ⭐️ 
  2. Comment and tag a friend ⭐️

Winners will be chosen 9/18 @ 7:00 pm (CST) and will be announced on my the STORY here⭐️ 

 
US and Canada only 🫶🏻 

#makeupgiveaway #roseandbenbeauty #danessamyricks 
"
66,63348c829133d3432093c8e1,16.04,"SOLEA & her diamonds captured by @jennyandersonphoto 📸❤️

Makeup #andreatillermakeup 
Hair @karla_julianna 
Styling @sarahslutsky

#soleapfeiffer 
#ajazzmansbluesmovie 
#tylerperry 
#freshmakeup 
#glowyskin 
#lashgoals 
#fluffybrows 
#glossylips 
#mahsaamini 💔 
SOLEA x #AJazzmansBlues NY premiere 
BTS beauty moments ✨
…and Birthday bb 🎉🥳🥂🍾

Makeup #andreatillermakeup 
Hair @karla_julianna 
Styling @sarahslutsky

#soleapfeiffer 
#ajazzmansbluesmovie 
#tylerperry 
#freshmakeup 
#glowyskin 
#lashgoals 
#fluffybrows 
#glossylips 
SOLEA x @todayshow 🤍🕊
for #AJazzmansBlues movie press

Makeup #andreatillermakeup 
Hair @karla_julianna 
Styling @sarahslutsky

#soleapfeiffer 
#ajazzmansbluesmovie 
#tylerperry 
#freshmakeup 
#glowyskin 
GRACE x @chanelofficial 🥀

Makeup #andreatillermakeup using #welovecoco 
Hair @djquintero

#workingwithchanel
#gracegummer 
#Mrs.Ronson
#skingoals 
ZOE x @mejuri 💜💕🦄💕💜

Makeup #andreatillermakeup 
Hair @michaelsilvahair

#zoelisterjones 
#byredo 
#westmanatelier 
#welovecoco 
#lancome 
#mejuri 
ARI you are inspiring & beautiful 🫶🏽🌟

#andreatillermakeup using #welovecoco #workingwithchanel
#arianadebose 
Red carpet magic 🌟

Makeup: #andreatillermakeup using @lancomeofficial
Hair : @peterluxhair 
Styling: @zadrianandsarah 
Nails: @customtnails1 

#lancome #arianadebose #emmyawards #presenter #violeteyes 
@arianadebose taking our breath away for The Emmy’s last night 💜🥂 
Loved this BTS moment 📽🎞

Makeup #andreatillermakeup 
Hair @peterluxhair 
Styling @zadrianandsarah 
ARI presenting tonight at The Emmys and looking like a goddess in custom @prabalgurung 💜 Loved creating this ethereal and elegant look!

Makeup: #andreatillermakeup using @lancomeofficial
Hair : @peterluxhair 
Styling: @zadrianandsarah 
Nails: @customtnails1 

#lancome #arianadebose #emmyawards #presenter #violeteyes 
OP does @usopen | REEL edition 🎞📽🎾 🖤
The category is: NY sporty chic 🗽

Makeup & Brows #andreatillermakeup 
Hair @kenna_hair_ 

#oliviapalermo #usopen #sportyglam #elegant #oliviapalermostyle #effortlessbeauty #bronzemakeup 
OP does @usopen 🎾 🖤
The assignment: NY sporty chic 🗽

Makeup & Brows #andreatillermakeup 
Hair @kenna_hair_ 

#oliviapalermo #usopen #sportyglam #elegant #oliviapalermostyle #effortlessbeauty #bronzemakeup 
"
67,63348c829133d3432093c8e2,10.5,"Thank you for having me, epic as always @markseliger 
🖤🖤🖤🖤🖤🖤🖤🖤 you.

Repost from @markseliger
•
Grateful to be able to partner with @leejeans again on their fall campaign. It’s always a creative and collaborative experience working with Lee. A huge thank you to Brigid Stevens, Chris Waldeck and the rest of the Lee team for their support in helping bring this vision to life. 

#LeeOriginals #LeeJeans 

Stylist: @ariannephillips 
Casting: @barbarapfister
Producer: @boomboomlevy Production: @madiover, @gallerycoco  DP: @zakmulligan 
First Assistant: @romy_rainer Photo assistants: @dezmarcc, @florencolive 
Hair: @brentlavett 
Makeup: @jostrettell
Manicure: @honeynailz
Set Designer: @mishkabeluga
Song: New Wave by @samtinnesz 

Talent: @taiverdes, @marleekbell, @deakenbluman, @itscherokeejack, @yasminwijnaldum, @natalienootenboom, @mell_official, @stelladuval, @yuka, @charlotterosehansen, @heyvinson, @_amy_hood_, @augusthill, @a_tussell_with_god 
#tb California Summer 💛💛
Repost from @billmulleninc
•
I have been told that today is the last full day of summer… @reesewitherspoon photographed by @bettinarheims, #Details 1997. Stylist @billmulleninc. Hair #HowardFugler. Makeup @jostrettell. Fashion @ralphlauren. Jewelry @cartier. #ReeseWitherspoon #BettinaRheims #BillMullen #JoStrettell #RalphLauren #Cartier #DetailsMagazine 
RIP 👑 
Love @maya_hawke 
@dorevenge 
@netflix 9/16/22
Netflix’s Do Revenge is a dark comedy that introduces an unlikely connection between two students who are on individual journeys of 
retribution 👏🏻🖤🖤
Hair @makikonara 
Makeup by me #jostrettell 
The fabulous Geena Davis
took the stage at the 74th Emmy Awards to speak out on her work with the Geena Davis Institute on Gender In Media. The Television Academy awarded Davis with the Governors Award. 
@geenadavisorg 
@emmy_awards2022 
@lindamedvenestyling 
Hair @jonathan_colombini 
Makeup by me #jostrettell 
The fabulous and loveliest
@misskeeleyhawes and 
#matthewmacfadyen
Styling @annahcstyle 
Hair @sheridanwardhair
Makeup and grooming by me #jostrettell
#keeleyhawes 
#matthewmacfadyen
#succession #emmys2022 #emmynominee #emmys #losangeles #redcarpetstyle 
Love @everanderson 💛
Disney’s Peter Pan & Wendy @disneyspeterpan 
Wearing #miucciaprada 
Hair @lightaaron 
Makeup by me #jostrettell 
Love @maya_hawke ❤️
Press junket @dorevenge 
Hair @makikonara 
Makeup by me #jostrettell 
#mayahawke 
#junket #dorevenge #dorevengenetflix 
#netflixmovies 
A lovely day with these beautiful ladies photographed by @markseliger 
Makeup by me #jostrettell using 
The Ambient® Soft Glow
Foundation by @hourglasscosmetics 
#ambientfoundation 
#ambientglow 
#softglow 
#softglowingskin 
#glowup 
#weglow 
Repost from @hourglasscosmetics
•
Discover a new kind of foundation that harnesses the power of light to effortlessly enhance all complexions.
 
Ambient Soft Glow Foundation available now at hourglasscosmetics.com and sephora.com. #AmbientGlow
 
#WeGlow Featuring:
Mecca Cox @mexco__style - shade: 14.5
Tanisha Curtis @tanishac_473 - shade: 13
Twyla Tharp @twylatharp - shade: 7
Destiny Wimpye @destinywimpye - shade: 15.5
Emiko Hawana @emikohanawa - shade: 7
Marina Hawana-Strube @marinacstrube - shade: 5.5
Jordy Murray @j_murr - shade: 4
Nora O’Neil @noraoneil - shade: 4
 
Creative Director/Writer - Mathew Jerrett
Director - Mark Seliger & Mathew Jerrett 
Casting - Barbara Fisterth
Makeup by me #jostrettell 
Heavenly Hannah ❤️
@hannah_waddingham 
Styling @cristinaehrlich 
Hair @dickycollins 
Makeup by me #jostrettell 
#tedlasso 
#hannahwaddingham 
Scout La Rue Willis
My lovely 💗💗💗💗

Visit ,
‘Scout LaRue Willis’ on Spotify and dream 😘🥰❤️

Repost from @scoutlaruewillis
•
Another shot from my glorious editorial for  @foxesmagazine shot by @wanda_martin 
Creative by @tinadelacelle 
Hair  @dickycollins 
Make up @jostrettell 
Styling @tarzinichols
#scoutlaruewillis 
"
68,63348c829133d3432093c8e3,49.81,"the maneen's sureee know how to throw a party 

congrats x a million to @jaclynmaneen & @paulman1616 — we all love ya!! 
heart full of happiness, nose and lungs full of dust and dirt, both for the foreseeable future 

until next year OSL 🌳 
this weekend brought to you by lay’s sour cream + onion chips and the free drinks in the artist area 
disco babes 🪩 
if this past week has been any indication, i think 27 will be something special 🥳 
“Imagine not being us” - Allyson Penella, July 2022 
girls 🤝 elevated surfaces 
my vibe right now is just living life**

**going to nyc for 24 hours to slam dirty shirleys at the brooklyn mirage during a sunset funk set 
officially 3 months until @paulman1616’s no returns, refunds, or exchanges policy includes me as a foreva bestie in the fine print 

happy bach j 👰🏼‍♀️🤍 
fun pants summer -> funky dress summer pipeline 
never say no to waking up at 2:30am to dance in the rain in nyc with @harrystyles and your homies

thanks harry for coordinating your work trip around mine! 🪩 
you know the story’s heatin up when the italian talking hands come out 
"
69,63348c829133d3432093c8e4,16.5,"Oh pardon me! Let me get my heels, one sec! 👠 
•
•
•
#genderfluid #meninmakeup #beautyboys #euphoriahigh #nonbinaryfashion #explorepage✨ 
Anyone else? 😂 
•
•
•
#meninmakeup #beautyboys #boysdoittoo #mentalhealthawareness #mentalhealthmatters 
But did I lie tho? 🌚😂 
No seriously tho, I remember a time when wearing a wig out in public was TERRIFYING. I was so married to the presentation I had created of myself trying to mirror the gay person I thought I needed to be to feel validated and wanted. 
Tonight’s moon is the perfect time to say goodbye to the you that you created to protect yourself. Get in touch with your peculiarities again. With your uniqueness. With your QUEERNESS! 💥💕💘 
•
•
•
#genderfluid #lgbtmemes #nonbinary #genderqueer #queerpride 
Ya’ll… I have a Podcast?! 🤭 Welcome to The Beauty of 🫶🏽 a podcast presented by my friends at @ultabeauty Filming this was truly a magical experience and I am so honored to have been able to share spaces with these humans, hear their stories, and have my heart and mind expanded. I know yours will be too whether you watch or listen. Make sure to subscribe wherever you enjoy your podcasts and head to @youtube for full video episodes. 😁
•
@dylanmulvaney @ashleygraham @virgietovar @plussize_fitqueen4.0 @timothygoodman @prettydarke 

#ultabeauty #thebeautyof #podcastlife #podcastersofinstagram 
It’s always people with straight hair that are like “just let it be wild!” 😂 
•
•
•
#curlyhair #curlyhairstyles #hairtransformation #beautyobsessed #naturalhair 
These are the five hair extensions shades I use the most on set and on my wigs 🙇🏽‍♂️ Using the new @glamseamless Pro Color Ring 🙏🏽 
•
•
•
#hairextensions #hairextensionspecialist #wiginstall #beautyobsessed 
The way the full Moon in Pisces and the retrogrades have had me in my FEEEELLSSS 🫠🥹 Anyone else?
•
•
•
#fullmoon #astrology #genderfluid #genderqueer #igreels #beautyobsessed #makeupoftheday #graphiceyeliner 
Five things I would never do to my hair as a hairstylist 🫣 
(shoutout @kenraprofessional Hot Spray!)
•
•
•
#hairtutorial #hairtransformation #hairhacks #beautytip #hairstylist #beautyaddict 
I SWEAR by this color correction palette from @maccosmetics. I’ve used it to cover stubborn hyperpigmentation for years. It’s creamy, easy to blend, and I’ve also used it as a quick easy concealer that buffs out beautifully with a fluffy brush. 

•
•
•
#makeupoftheday #makeuptutorial #makeupvideo #mensmakeup #meninmakeup #beautytutorial #easymakeup 
Signature pose includes: chest hair, lashes, and a bicep flex 💪🏽 💋 (Let me see your interpretation 🥵 Tag me!)
•
•
•
#beforeandafter #iceicebaby #transitionreels #makeupoftheday #mensmakeup #boysdoittoo #selflovequotes #makeuptransformation 
Seriously… which gel did I use… and how much water was left in my hair 🤔 
•
•
•
#curlyhair #curlyhaircut #curlyhairroutine #naturalhair #curlygirlmethod 
First of all: your hair is not the problem. not learning how to properly care for the fabric that is your hair is! Drop your hair questions below and I’ll help you out 🥰 
•
•
•
#hairtutorial #hairstylist #hairtransformation #btcvideos #behindthechair 
"
70,63348c829133d3432093c8e5,8.25,"Just a day in the life of my VIP’s! 🤍

Repost 
@bricialopez 

Straight from LAX to a custom @n4skincare facial by my ride or die @thenatalieaguilar. This boss women has been blessing my skin for over 5 years. It’s hard to describe her craft. She’s an absolute master and one in a billion human being.
For those interested, this is what was on the menu this morning (and promise, there is absolutely ZERO filter in this video):
▫️Radio frequency lifting and tightening therapy.
▫️Lymphatic stimulation and cleansing with Biologique Recherche Silicone gloves.
▫️Steam and extractions.
▫️VIP Oygenating Booster for oxygenating skin cells and glowing skin.
▫️A Visolastine+ hydrating masque with delivery of a real oxygen infusion machine.
▫️CryoStick massage for toning, depuffing, and cooling with a collagen eye treatment.
▫️toning face massage 
Fresh faced and unfiltered. 
We adore you @rennotni ✨

(She got it from her Momma 🤍) 
I’m quoted in Elle magazine’s “The Ultimate Beginner's Guide To All Things Gua Sha”.
And I’m so EXCITED because I love @elleusa ✨ 
Posting link in bio… #guasha #facial 
There is a heat advisory here in LA! ☀️
According to many studies 3 out of 4 people are dehydrated. (Are you?)
Your skin tells you how dehydrated you are - you can almost see it. If you pinch the skin on the back of your hand it should return to normal quickly, if it returns to normal slowly you are dehydrated. Therefore, having a hydrated body means hydrated + plump skin. I can’t stress enough how important hydration is for our skin. Not even a $1,500 cream could help us if we aren’t hydrated internally. 

Our brain notifies us when we are thirsty however many of us will turn to sugary drinks, or caffeinated beverages, to cure our thirst. But the truth is, these beverages only serve to exacerbate the issue further. Adding to the problem, many of us can confuse our brain’s signal for thirst as a need for rest or food. I have been drinking these #Cure packets for a few months now and I love them! Thanks to @cure all of our guests this week will receive an amazing kit to stay hydrated! 
Not an ad, thanks @cure for hooking up our clients this week 🤍 
So happy and excited to have been interviewed by @kiehls Many of their products bring back so many memories for me. Like the time I used to work selling cosmetics, in department stores, while finishing nursing school. Some of their products continue to be my favorites and can never be replaced. 
Article in bio. #love #kiehls #skincare #ad 
✨Our favorite metamorphosis of 2021! ✨

No medication, no excessive or invasive treatments - simply applying our skills and training to treat our client holistically. 

Results are everything to us. We aren’t quite at the finish line yet; but it’s only been 5 months 🙌🏽#BodyAcne 
We are so proud of @roselyn_sanchez for hosting the New Year’s Rockin’ Eve historic countdown. She was such an AMAZING joy to watch and her beauty lit up the screen! Honored to maintain what her parents gave her. 
Happy New year! 
We wish you all a beautiful year full of love, happiness, peace, great health and good skin! Cheers to 2022, the year of Self-love! 🤍 Natalie, Nadia & Preeti 
✨Liquid Dermaplaning✨

Good bye peach fuzz!

Meet one of our newest treatments here @n4skincare 

Using @dmkinternational Alkaline wash we can safely dissolve the entire hair down to the root all while brightening the skin with mild exfoliation. After your first treatment, the hair will grow back at its normal rate. As treatments progress, the hair regrowth rate will become slower and the hair will weaken; usually resulting in permanent loss of unwanted hair over a period of time. And it’s painless!
Laser hair removal Does not work on peach fuzz because there is usually no color for the laser to target. Waxing is amazing for the upper lip or brows, but can cause unnecessary inflammation when done to the entire face. Threading is cool but rarely is it done evenly, hairs break and it still causes inflammation. 
 🤍 
How to spot an Esthetician at the beach... 
Oftentimes we see people applying masks to try and make them look pretty. However, some masks can definitely leave demarcation lines. 
Treat skin evenly by applying masks through the hairline and blended through the neck and décolletage -if possible. 
Aesthetician Preeti is masking with @biologique_recherche_usa Vivant mask mixed with baking soda for deep purification. 🤍 
Let’s safely protect our babies ☀️

Q: When should babies start using sunscreen? 
A: Starting at 6 months of age. 
The FDA and the AAP ( American Academy of Pediatrics) recommend keeping newborns and babies, younger than 6 months, out of direct sunlight. Their skin is just too sensitive. 
When it comes to selecting a sunscreen for children 6 months+ we recommend mineral-based sunscreens. Mineral-based sunscreens don’t carry nasty chemicals that can penetrate into their skin. This is why we carry, and recommend, @babobotanicals (we also like @californiababy and @babybum).
Physical sunscreen is mineral-based and forms a barrier on the skin that blocks, or deflects, the sun like zinc oxide and titanium dioxide. These are considered “generally recognized as safe and effective” (GRASE) by the food & drug administration (FDA). This is not and ad. 
"
71,63348c829133d3432093c8e6,25.78,"🖤JAYLEN🖤
:
The beautiful siren @jaylenbarron for @variety Power of Young Hollywood event 🖤🖤
:
Makeup details below⬇️
:
Photographer: @louiseugenelee
Wardrobe: @mrenriquemelendez
Tailor: @auntfunkyscloset 
Hairstylist: @hairbykamaura
Makeup: #reneeloizmakeup

SKIN:
@glowrecipe Watermelon Dew Drops
@saiebeauty Sunglow Dewy Highlighter
@charlottetilbury Beautiful Skin Foundation
@danessa_myricks Cream Contour

CHEEKS:
@hauslabs Velvet Bronzer and Sunstone Gel Powder Highlighter
@patmcgrathreal Paradise Venus Blush

EYES:
@danessa_myricks Rebirth Colorfix Eye 
@patmcgrathreal Huetopian Dream Palette

LIPS:
@rarebeauty Strong Lipliner
@hauslabs Rose Matte Lip
@kosas Unzipped Lip Oil Gloss

BODY:
@macpro Face and Body Foundation
@narsissist Monoi Body Glow 
🖤QUINTA🖤
:
@quintab for the @hollywoodreporter / @sagaftra party giving #audreyhepburn vibes but like so much better! 🖤🖤
:
Photography: @tyrenredd
Wardrobe: @bryonjavar
Hairstylist: @alexander_armand 
Makeup: #reneeloizmakeup 
☀️☀️Summer beauty campaign with @saintjanebeauty for Luxury Sun Ritual #saintjanebeauty #luxurysunritual #glowup 
:
Model: @nicole_castillo Photographer: @awwitsaalice
Makeup Artist: #reneeloizmakeup 
#presslove from @whowhatwear and @ktberohn on how to apply undetectable foundation and my product recs. 👩🏻‍🎨👩🏻‍🎨
:
@glowrecipe Watermelon Dew Drops
@olay Vitamin C + Peptide 24 Brightening Serum
@supergoop Unseen Sunscreen
@mallybeauty Poreless Face Defender
@westmanatelier Vital Skincare Complexion Drops
@patmcgrathreal Sublime Perfection Foundation
@diorbeauty Forever Matte Foundation
@beautyblender Pro Makeup Sponge
@otisbatterbee Foundation Brush 
💕QUINTA💕
:
Weekend vibes in NYC with @quintab for @latenightseth and @goodmorningamerica 
#wehadatimelastnight #abbottelementary
:
Wardrobe: @bryonjavar
Hairstylist: @hairbykmiller
Makeup: #reneeloizmakeup 
#QuintaBrunson landed her first #Emmy for best writing in a comedy series for #AbbottElementary, and she won over our hearts with this dazzling bronze glow by MUA @reneeloizmakeup ✨ 
🤎QUINTA🤎
:
@vanityfair made this dope video of @quintab getting ready before her historic Emmy win! 🙌🏽🙌🏽🙌🏽
:
@bryonjavar
@alexander_armand
@reneeloizmakeup
@tmgla 
🤎QUINTA🤎
:
@quintab is most definitely head of the class! Cover for @variety for #emmys2022 🏆🏆🏆
:
Photographer: @dandoperalski 
Wardrobe: @bryonjavar
Nails: @customtnails1
Hairstylist: @alexander_armand
Makeup: #reneeloizmakeup 
💗QUINTA💗
:
@quintab looking so dreamy in all pink for @jimmykimmellive! 💗💗
:

Photographer: @tyrenredd
Wardrobe: @bryonjavar
Nails: @customtnails1
Hairstylist: @hairjunkierandy 
Makeup: #reneeloizmakeup 
#presslove from @buzzfeed @glamourmag @enews @allure @hautebeautynetwork @newbeauty @yahoolifestyle @variety for my #emmys #redcarpetmakeup on @quintab 🤎🤎🤎 
#OlayPartner Check out the BTS from @quintab’s red carpet look! @Olay’s Retinol24 Moisturizer set the stage for a great look last night and I love how smooth and bright it made her skin! Good skin is the foundation for a perfect makeup look. #NightModeActivated
: 
:
Photographer:  @tyrenredd 
Wardrobe:  @bryonjavar
Tailor:  @marcalittlejohn
Nails:  @customtnails1 
Hairstylist:  @Alexander_armand
Makeup:  @reneeloizmakeup
:
:
:
Skincare Prep:
@olay Daily Facials Cleansing Dry Cloths @getyouthforia Pregame Setting Spray 
@olay Vitamin C + Peptide 24 Serum
@reviveskincare Contouring Massage Roller
@olay Body Milk Lotion
@narsissist Monoi Body Glow
 
Face Makeup:
@westmanatelier Vital Skincare Complexion Drops
@fentybeauty Bright Fix Eye Brightener
@westmanatelier Vital Pressed Skincare Powder
@westmanatelier Baby Cheeks Blush Stick in Bichette and Lit Up Highlight Stick in Brûlée
@danessa_myricks Balm Contour
@uomabeauty Makeup Sponge
 
Brows:
@westmanatelier Bonne Brow Defining Pencil in Bark and Slate
 
Eyes:
Copper eyeshadow @westmanatelier Eye Pod Single in Champagne @juviasplace I Line, I Define Pen Eyeliner
@kashalashes Mesmer-Eyes
 
Lips:
@mentedcosmetics Lip Liner in Bare
@westmanatelier Squeaky Clean Liquid Lip Balm in Garconne 
🤎QUINTA🤎
:
@quintab is the bronzed queen of the @televisionacad tonight!! #abbottelementary let’s go!
:
Photographer: @tyrenredd
Wardrobe: @bryonjavar
Nails: @customtnails1
Hairstylist: @alexander_armand
Makeup: #reneeloizmakeup 
"
72,63348c829133d3432093c8e7,6.25,"My happy place.

#catalinaisland #catalina #avalon #beach #heaven #engaged #gayengagement #friends #beach #abba 
👰🏻‍♀️💍 
And just like that…💍 
The Masked Singer premiere tonight on FOX! 
Jenny McCarthy with the Hollywood Glamour ✨ 

#scottkinghair @beautybyangee @warrenalfiebaker 
#jennymccarthy #themaskedsinger #hollywoodglamour 
Thank you @lorenzointhebenzo for getting me together 
@noahcyrus SO obsessed with your new album “The Hardest Part” it’s beautiful! 
Thank you @laurarugetti for the referral & letting me cover for you to work on this amazing video! And slaying the 40 inchessss 
#noahcyrus #thehardestpart #ijustwantalover #scottkinghair 
@modelistemagazine cover with Lucy Hale
Unforgettable trip to #istanbul and #marrakech to shoot
this
Editor-in-Chief:@amynmccabe
Photographer: @sarahkrickphotography
Styled by: @orettac
Hair: @scottkinghair
Makeup: @brittanykleslie
Videographer: @pactography
@turkishairlines & @goturkiye
@jnanetamsna
#scottkinghair #lucyhale #turkiye #istanbul #marrakech #morocco 
Behind-the-scenes of @modelistemagazine September 2022 cover shoot 

Editor-in-Chief @amynmccabe 
Videographer @pactography 
Video Editor @chrysalis__media 
Photographed by @sarahkrickphotography    
Styled by @orettac
Hair Styled by @scottkinghair
Makeup by @brittanykleslie 
Special thanks to 
@turkishairlines & @jnanetamsna
#lucyhale #marrakech #morocco #istanbul #turkey #turkiye #scottkinghair 
@modelistemagazine cover with Lucy Hale 
Unforgettable trip to #istanbul and #marrakech to shoot this 

Editor-in-Chief:@amynmccabe
Photographer: @sarahkrickphotography
Styled by: @orettac
Hair: @scottkinghair
Makeup: @brittanykleslie
Videographer: @pactography
@turkishairlines & @goturkiye
@jnanetamsna
#scottkinghair #lucyhale #turkiye #istanbul #marrakech #morocco #turkishairlines 
Bailee Madison x Flaunt 

Photographed by @ShaneMcCauley
Styled by @GorgeVillalpando
Hair: @ScottKingHair using @Oribe and @lolavie 
Makeup: @KatrinaKleinMakeup using @Chanel.Beauty
Photo Assistant: Daniel Everett Patrick
Style Assistant: @Chloe.Cussen
Written by @Audra_McClain 
A Flaunt Film featuring @BaileeMadison presented
by @Fendi

Flaunt Film by @NathanPresley
Styled by @GorgeVillalpando
Hair: @ScottKingHair using @Oribe and @lolavie 
Makeup: @KatrinaKleinMakeup using
@Chanel.Beauty
Photo Assistant: Daniel Everett Patrick
Style Assistant: @Chloe.Cussen
Written by @Audra_McClain
#BaileeMadison #plloriginalsin #Fendi #flauntmagazine #prettylittleliars #pll 
Bailee Madison x Flaunt 

Photographed by @ShaneMcCauley
Styled by @GorgeVillalpando
Hair: @ScottKingHair using @Oribe and @lolavie 
Makeup: @KatrinaKleinMakeup using @Chanel.Beauty
Photo Assistant: Daniel Everett Patrick
Style Assistant: @Chloe.Cussen
Written by @Audra_McClain
#BaileeMadison #PLLOrignalSin #Fendi #FlauntMagazine #PLL #prettylittleliars 
"
73,63348c829133d3432093c8e8,6.0,"🤍🤍🤍 
summertime sadness 
🍉 
MYKONOS BLUE 
Caught on film 

I arrived! 🇬🇷 🇬🇷🇬🇷 
Summer in the city 📸: @benskervin 
🛥 
It’s officially summer 💗 
Sunset beach ☀️ lensed by @stevenpanini 
✌️out LA 
"
